# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2446041	2447921	+						2910084	YALI1_C24460g	1881		partial;old_locus_tag=YALI2_B00192g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2446041	2447921	+	XM_501932.1		XP_501932.1	uncharacterized protein		2910084	YALI1_C24460g	1881	1881	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2446041	2447921	+	XP_501932.1		XM_501932.1	uncharacterized protein		2910084	YALI1_C24460g	1881	626	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2448867	2450468	+						2910085	YALI1_C24488g	1602		partial;old_locus_tag=YALI2_B00193g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2448867	2450468	+	XM_501933.3		XP_501933.1	uncharacterized protein		2910085	YALI1_C24488g	1602	1602	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2448867	2450468	+	XP_501933.1		XM_501933.3	uncharacterized protein		2910085	YALI1_C24488g	1602	533	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2450720	2450801	+						2910086	YALI1_C24507r	82		old_locus_tag=YALI2_B00042t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2450720	2450801	+				tRNA-Ser		2910086	YALI1_C24507r	82		
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2450944	2451026	+						2910087	YALI1_C24509r	83		old_locus_tag=YALI2_B00043t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2450944	2451026	+				tRNA-Lys		2910087	YALI1_C24509r	83		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2451230	2452609	-						2910088	YALI1_C24526g	1380		partial;old_locus_tag=YALI2_B00468g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2451230	2452609	-	XM_501934.1		XP_501934.1	uncharacterized protein		2910088	YALI1_C24526g	1380	1380	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2451230	2452609	-	XP_501934.1		XM_501934.1	uncharacterized protein		2910088	YALI1_C24526g	1380	459	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2452906	2453214	-						94583072	YALI1_C24531g	309		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2452906	2453214	-	XM_068282447.1		XP_068138548.1	uncharacterized protein		94583072	YALI1_C24531g	267	267	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2452906	2453214	-	XP_068138548.1		XM_068282447.1	uncharacterized protein		94583072	YALI1_C24531g	267	88	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2453348	2454775	+						2910089	YALI1_C24533g	1428		partial;old_locus_tag=YALI2_B00194g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2453348	2454775	+	XM_501935.1		XP_501935.1	uncharacterized protein		2910089	YALI1_C24533g	1428	1428	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2453348	2454775	+	XP_501935.1		XM_501935.1	uncharacterized protein		2910089	YALI1_C24533g	1428	475	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2456775	2458655	+						2910090	YALI1_C24567g	1881		partial;old_locus_tag=YALI2_B00195g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2456775	2458655	+	XM_501936.3		XP_501936.3	uncharacterized protein		2910090	YALI1_C24567g	1881	1881	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2456775	2458655	+	XP_501936.3		XM_501936.3	uncharacterized protein		2910090	YALI1_C24567g	1881	626	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2458738	2459029	-						94583073	YALI1_C24589g	292		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2458738	2459029	-	XM_068282448.1		XP_068138549.1	uncharacterized protein		94583073	YALI1_C24589g	234	234	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2458738	2459029	-	XP_068138549.1		XM_068282448.1	uncharacterized protein		94583073	YALI1_C24589g	234	77	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2459780	2459853	+						2910091	YALI1_C24597r	74		old_locus_tag=YALI2_B00044t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2459780	2459853	+				tRNA-Ala		2910091	YALI1_C24597r	74		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2461147	2462847	+						2910092	YALI1_C24611g	1701		partial;old_locus_tag=YALI2_B00196g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2461147	2462847	+	XM_501937.3		XP_501937.3	uncharacterized protein		2910092	YALI1_C24611g	1701	1701	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2461147	2462847	+	XP_501937.3		XM_501937.3	uncharacterized protein		2910092	YALI1_C24611g	1701	566	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2463034	2464773	-						2910093	YALI1_C24647g	1740		partial;old_locus_tag=YALI2_B00465g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2463034	2464773	-	XM_501938.3		XP_501938.3	uncharacterized protein		2910093	YALI1_C24647g	1740	1740	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2463034	2464773	-	XP_501938.3		XM_501938.3	uncharacterized protein		2910093	YALI1_C24647g	1740	579	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2466043	2467058	+						2910094	YALI1_C24660g	1016		partial;old_locus_tag=YALI2_B00197g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2466043	2467058	+	XM_068282449.1		XP_068138550.1	uncharacterized protein		2910094	YALI1_C24660g	882	882	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2466043	2467058	+	XP_068138550.1		XM_068282449.1	uncharacterized protein		2910094	YALI1_C24660g	882	293	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2468872	2471127	-						2910069	YALI1_C24707g	2256		partial;old_locus_tag=YALI2_B00464g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2468872	2471127	-	XM_501940.4		XP_501940.2	uncharacterized protein		2910069	YALI1_C24707g	1944	1944	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2468872	2471127	-	XP_501940.2		XM_501940.4	uncharacterized protein		2910069	YALI1_C24707g	1944	647	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2473082	2475178	+						2910067	YALI1_C24730g	2097		partial;old_locus_tag=YALI2_B00198g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2473082	2475178	+	XM_501941.1		XP_501941.1	uncharacterized protein		2910067	YALI1_C24730g	2097	2097	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2473082	2475178	+	XP_501941.1		XM_501941.1	uncharacterized protein		2910067	YALI1_C24730g	2097	698	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2475343	2475972	-						2910068	YALI1_C24755g	630		partial;old_locus_tag=YALI2_B00463g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2475343	2475972	-	XM_068282450.1		XP_068138551.1	uncharacterized protein		2910068	YALI1_C24755g	210	210	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2475343	2475972	-	XP_068138551.1		XM_068282450.1	uncharacterized protein		2910068	YALI1_C24755g	210	69	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2476725	2477282	+						90949496	YALI1_C24767g	558		partial;old_locus_tag=YALI2_B00199g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2476725	2477282	+	XM_068282451.1		XP_068138552.1	uncharacterized protein		90949496	YALI1_C24767g	558	558	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2476725	2477282	+	XP_068138552.1		XM_068282451.1	uncharacterized protein		90949496	YALI1_C24767g	558	185	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2478158	2478250	-						2910073	YALI1_C24782r	93		old_locus_tag=YALI2_B00045t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2478158	2478250	-				tRNA-Lys		2910073	YALI1_C24782r	93		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2478924	2480672	-						2910074	YALI1_C24806g	1749		partial;old_locus_tag=YALI2_B00462g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2478924	2480672	-	XM_501945.3		XP_501945.1	uncharacterized protein		2910074	YALI1_C24806g	1749	1749	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2478924	2480672	-	XP_501945.1		XM_501945.3	uncharacterized protein		2910074	YALI1_C24806g	1749	582	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2483864	2485096	-						2910072	YALI1_C24850g	1233		partial;old_locus_tag=YALI2_B00461g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2483864	2485096	-	XM_501946.3		XP_501946.3	uncharacterized protein		2910072	YALI1_C24850g	1233	1233	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2483864	2485096	-	XP_501946.3		XM_501946.3	uncharacterized protein		2910072	YALI1_C24850g	1233	410	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2488317	2489105	-						2910075	YALI1_C24891g	789		partial;old_locus_tag=YALI2_B00460g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2488317	2489105	-	XM_501947.3		XP_501947.3	uncharacterized protein		2910075	YALI1_C24891g	789	789	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2488317	2489105	-	XP_501947.3		XM_501947.3	uncharacterized protein		2910075	YALI1_C24891g	789	262	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2491623	2492789	-						2910076	YALI1_C24927g	1167		partial;old_locus_tag=YALI2_B00459g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2491623	2492789	-	XM_501948.1		XP_501948.1	uncharacterized protein		2910076	YALI1_C24927g	1167	1167	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2491623	2492789	-	XP_501948.1		XM_501948.1	uncharacterized protein		2910076	YALI1_C24927g	1167	388	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2493655	2493725	+						2910077	YALI1_C24936r	71		old_locus_tag=YALI2_B00046t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2493655	2493725	+				tRNA-Gly		2910077	YALI1_C24936r	71		
gene	rRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2493731	2493854	+						7009463	YALI1_C24937r	124		old_locus_tag=YALI2_B00065r
rRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2493731	2493854	+	XR_002432104.3			5S ribosomal RNA		7009463	YALI1_C24937r	124	124	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2494212	2494832	+						94583074	YALI1_C24942g	621		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2494212	2494832	+	XM_068282452.1		XP_068138553.1	uncharacterized protein		94583074	YALI1_C24942g	621	621	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2494212	2494832	+	XP_068138553.1		XM_068282452.1	uncharacterized protein		94583074	YALI1_C24942g	621	206	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2495187	2497112	+						2909997	YALI1_C24951g	1926		partial;old_locus_tag=YALI2_B00200g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2495187	2497112	+	XM_501950.3		XP_501950.3	uncharacterized protein		2909997	YALI1_C24951g	1926	1926	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2495187	2497112	+	XP_501950.3		XM_501950.3	uncharacterized protein		2909997	YALI1_C24951g	1926	641	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2497368	2497439	+						2909998	YALI1_C24973r	72		old_locus_tag=YALI2_B00047t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2497368	2497439	+				tRNA-Thr		2909998	YALI1_C24973r	72		
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2497867	2497948	+						2910002	YALI1_C24978r	82		old_locus_tag=YALI2_B00048t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2497867	2497948	+				tRNA-Ser		2910002	YALI1_C24978r	82		
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2498419	2498492	-						2910003	YALI1_C24984r	74		old_locus_tag=YALI2_B00049t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2498419	2498492	-				tRNA-Ala		2910003	YALI1_C24984r	74		
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2499226	2499321	+						2910000	YALI1_C24992r	96		old_locus_tag=YALI2_B00050t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2499226	2499321	+				tRNA-Leu		2910000	YALI1_C24992r	96		
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2500379	2500469	+						2910001	YALI1_C25003r	91		old_locus_tag=YALI2_B00051t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2500379	2500469	+				tRNA-Ile		2910001	YALI1_C25003r	91		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2501439	2502914	-						2910006	YALI1_C25029g	1476		partial;old_locus_tag=YALI2_B00458g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2501439	2502914	-	XM_501951.1		XP_501951.1	uncharacterized protein		2910006	YALI1_C25029g	1476	1476	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2501439	2502914	-	XP_501951.1		XM_501951.1	uncharacterized protein		2910006	YALI1_C25029g	1476	491	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2503270	2504835	+						2910004	YALI1_C25032g	1566		partial;old_locus_tag=YALI2_B00201g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2503270	2504835	+	XM_501952.3		XP_501952.3	uncharacterized protein		2910004	YALI1_C25032g	1566	1566	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2503270	2504835	+	XP_501952.3		XM_501952.3	uncharacterized protein		2910004	YALI1_C25032g	1566	521	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2505374	2506078	+						94583075	YALI1_C25053g	705		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2505374	2506078	+	XM_068282453.1		XP_068138554.1	uncharacterized protein		94583075	YALI1_C25053g	705	705	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2505374	2506078	+	XP_068138554.1		XM_068282453.1	uncharacterized protein		94583075	YALI1_C25053g	705	234	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2506139	2506912	-						2910008	YALI1_C25069g	774		partial;old_locus_tag=YALI2_B00457g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2506139	2506912	-	XM_501954.3		XP_501954.3	uncharacterized protein		2910008	YALI1_C25069g	774	774	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2506139	2506912	-	XP_501954.3		XM_501954.3	uncharacterized protein		2910008	YALI1_C25069g	774	257	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2507490	2508223	-						94583076	YALI1_C25080g	734		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2507490	2508223	-	XM_068282454.1		XP_068138555.1	uncharacterized protein		94583076	YALI1_C25080g	687	687	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2507490	2508223	-	XP_068138555.1		XM_068282454.1	uncharacterized protein		94583076	YALI1_C25080g	687	228	
gene	pseudogene	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2508351	2508577	+				Misc non-coding		94583077	YALI1_C25083g	227		pseudo
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2509349	2510968	+						2910009	YALI1_C25093g	1620		partial;old_locus_tag=YALI2_B00202g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2509349	2510968	+	XM_501956.3		XP_501956.1	uncharacterized protein		2910009	YALI1_C25093g	1620	1620	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2509349	2510968	+	XP_501956.1		XM_501956.3	uncharacterized protein		2910009	YALI1_C25093g	1620	539	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2511209	2512810	-						2910010	YALI1_C25128g	1602		partial;old_locus_tag=YALI2_B00456g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2511209	2512810	-	XM_501957.3		XP_501957.1	uncharacterized protein		2910010	YALI1_C25128g	1602	1602	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2511209	2512810	-	XP_501957.1		XM_501957.3	uncharacterized protein		2910010	YALI1_C25128g	1602	533	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2514942	2515041	+						2910011	YALI1_C25149r	100		old_locus_tag=YALI2_B00052t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2514942	2515041	+				tRNA-Leu		2910011	YALI1_C25149r	100		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2517171	2518652	+						2909987	YALI1_C25171g	1482		partial;old_locus_tag=YALI2_B00203g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2517171	2518652	+	XM_501958.3		XP_501958.3	uncharacterized protein		2909987	YALI1_C25171g	1482	1482	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2517171	2518652	+	XP_501958.3		XM_501958.3	uncharacterized protein		2909987	YALI1_C25171g	1482	493	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2519025	2523823	+						2909985	YALI1_C25190g	4799		partial;old_locus_tag=YALI2_B00204g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2519025	2523823	+	XM_501959.3		XP_501959.3	uncharacterized protein		2909985	YALI1_C25190g	4734	4734	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2519025	2523823	+	XP_501959.3		XM_501959.3	uncharacterized protein		2909985	YALI1_C25190g	4734	1577	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2524431	2525328	+						2909986	YALI1_C25244g	898		partial;old_locus_tag=YALI2_B00205g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2524431	2525328	+	XM_501960.4		XP_501960.2	uncharacterized protein		2909986	YALI1_C25244g	645	645	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2524431	2525328	+	XP_501960.2		XM_501960.4	uncharacterized protein		2909986	YALI1_C25244g	645	214	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2525747	2526937	+						2909989	YALI1_C25257g	1191		partial;old_locus_tag=YALI2_B00206g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2525747	2526937	+	XM_501961.1		XP_501961.1	uncharacterized protein		2909989	YALI1_C25257g	1191	1191	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2525747	2526937	+	XP_501961.1		XM_501961.1	uncharacterized protein		2909989	YALI1_C25257g	1191	396	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2526979	2528826	-						2909988	YALI1_C25288g	1848		partial;old_locus_tag=YALI2_B00455g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2526979	2528826	-	XM_501962.1		XP_501962.1	uncharacterized protein		2909988	YALI1_C25288g	1848	1848	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2526979	2528826	-	XP_501962.1		XM_501962.1	uncharacterized protein		2909988	YALI1_C25288g	1848	615	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1C	NC_090772.1	2529377	2530215	-						2909992	YALI1_C25301g	839		partial;old_locus_tag=YALI2_B00454g
