yali1,yali0,geneid,metab_pathways,ec,verdict,in_model
YALI1_C19840g,YALI0C14058g,2909727,,,no_data,no
YALI1_C19866g,YALI0C14124g,2909729,,,no_data,no
YALI1_C19872g,YALI0C14146g,2909730,,,no_data,no
YALI1_C19885g,,94583019,,,no_data,no
YALI1_C19898g,YALI0C14168g,2909731,,,no_data,no
YALI1_C19909g,,94583020,,,no_data,no
YALI1_C19912g,,94583021,,,no_data,no
YALI1_C19921g,,94583022,,,no_data,no
YALI1_C19976g,,94583023,,,no_data,no
YALI1_C20023g,YALI0C14322g,2910054,,,no_data,no
YALI1_C20032g,,94583025,,,no_data,no
YALI1_C20078g,YALI0C14388g,2910057,,,no_data,no
YALI1_C20085g,,94583026,,,no_data,no
YALI1_C20097g,YALI0C14410g,2910058,,,no_data,no
YALI1_C20140g,YALI0C14432g,90949514,,,no_data,no
YALI1_C20255g,YALI0C14542g,2910064,,,no_data,no
YALI1_C20270g,YALI0C14564g,2910065,,,no_data,no
YALI1_C20299g,,94583027,,,no_data,no
YALI1_C20347g,,94583028,,,no_data,no
YALI1_C20364g,YALI0C14630g,2909734,,,no_data,no
YALI1_C20396g,YALI0C14652g,2909735,,,no_data,no
YALI1_C20417g,YALI0C14674g,2909736,,,no_data,no
YALI1_C20429g,YALI0C14696g,2909737,,,no_data,no
YALI1_C20463g,,94583029,,,no_data,no
YALI1_C20550g,YALI0C14762g,94583030,,,no_data,no
YALI1_C20554g,,94583031,,,no_data,no
YALI1_C20559g,YALI0C14784g,2909741,,,no_data,no
YALI1_C20592g,,94583032,,,no_data,no
YALI1_C20664t,YALI0C03487g,94583033,,,no_data,no
YALI1_C20685t,YALI0C03498g:2,94583034,,,no_data,no
YALI1_C20740r,YALI0C14850r,2909338,,,no_data,no
YALI1_C20793g,YALI0C14872g,2909339,,,no_data,no
YALI1_C20853g,YALI0C14894g,90949513,,,no_data,no
YALI1_C20901g,YALI0C14938g,2909342,,,no_data,no
YALI1_C20964g,,90949512,,,no_data,no
YALI1_C20983t,,,,,no_data,no
YALI1_C21040g,,94583035,,,no_data,no
YALI1_C21083g,YALI0C15004g,2909345,,,no_data,no
YALI1_C21171g,YALI0C15026g,2909346,,,no_data,no
YALI1_C21241g,YALI0C15070g,2909348,,,no_data,no
YALI1_C21272g,,94583036,,,no_data,no
YALI1_C21298g,YALI0C15092g,2909349,,,no_data,no
YALI1_C21353g,YALI0C15114g,2909350,,,no_data,no
YALI1_C21401g,YALI0C15136g,2909351,,,no_data,no
YALI1_C21448g,YALI0C15202g,2909352,,,no_data,no
YALI1_C21497g,YALI0C15230g,94583037,,,no_data,no
YALI1_C21513g,YALI0C15237g,94583038,,,no_data,no
YALI1_C21516g,,94583039,,,no_data,no
YALI1_C21544g,YALI0C15246g,2909354,,,no_data,no
YALI1_C21578g,YALI0C15268g,2909355,,,no_data,no
YALI1_C21603g,YALI0C15290g,2909356,,,no_data,no
YALI1_C21626g,YALI0C15304g,2909403,,,no_data,no
YALI1_C21639g,YALI0C15334g,2909404,,,no_data,no
YALI1_C21664g,YALI0C15345g,94583040,,,no_data,no
YALI1_C21722g,YALI0C15378g,2909405,,,no_data,no
YALI1_C21732g,,94583041,,,no_data,no
YALI1_C21755g,YALI0C15400g,2909406,,,no_data,no
YALI1_C21789g,YALI0C15422g,2909407,,,no_data,no
YALI1_C21858t,,94583042,,,no_data,no
YALI1_C21880t,,94583043,,,no_data,no
YALI1_C21924g,YALI0C15466g,2909409,,,no_data,no
YALI1_C22019g,YALI0C15532g,94583044,,,no_data,no
YALI1_C22260g,,94583045,,,no_data,no
YALI1_C22278g,,94583046,,,no_data,no
YALI1_C22282g,,94583047,,,no_data,no
YALI1_C22311g,,94583048,,,no_data,no
YALI1_C22322g,YALI0C15576g,2909413,,,no_data,no
YALI1_C22481g,,94583049,,,no_data,no
YALI1_C22541g,YALI0C15609g,94583050,,,no_data,no
YALI1_C22556g,,94583051,,,no_data,no
YALI1_C22627g,YALI0C15719g,94583052,,,no_data,no
YALI1_C22632g,YALI0C15741g,94583053,,,no_data,no
YALI1_C22710g,YALI0C15785g,94583054,,,no_data,no
YALI1_C22816g,YALI0C15829g,2909439,,,no_data,no
YALI1_C22876g,,94583055,,,no_data,no
YALI1_C22878g,,94583056,,,no_data,no
YALI1_C22937g,,94583057,,,no_data,no
YALI1_C22944g,YALI0C15917g,2909443,,,no_data,no
YALI1_C22986g,YALI0C15939g,94583058,,,no_data,no
YALI1_C23016r,YALI0C15961r,2909445,,,no_data,no
YALI1_C23021g,,94583059,,,no_data,no
YALI1_C23028g,,94583060,,,no_data,no
YALI1_C23075g,YALI0C16049g,2909245,,,no_data,no
YALI1_C23089g,YALI0C16093g,94583061,,,no_data,no
YALI1_C23120g,YALI0C16126g,94583062,,,no_data,no
YALI1_C23150g,YALI0C16148g,2909251,,,no_data,no
YALI1_C23175g,YALI0C16181g,2909253,,,no_data,no
YALI1_C23193g,YALI0C16203g,2909254,,,no_data,no
YALI1_C23217g,YALI0C16225g,2909255,,,no_data,no
YALI1_C23254g,YALI0C16247g,2909256,,,no_data,no
YALI1_C23301g,YALI0C16269g,94583063,,,no_data,no
YALI1_C23323g,YALI0C16291g,90949508,,,no_data,no
YALI1_C23359g,YALI0C16346g,2909261,,,no_data,no
YALI1_C23427g,,94583064,,,no_data,no
YALI1_C23472g,YALI0C16390g,2909745,,,no_data,no
YALI1_C23526g,YALI0C16456g,2909748,,,no_data,no
YALI1_C23563g,YALI0C16500g,2909750,,,no_data,no
YALI1_C23653g,YALI0C16544g,94583065,,,no_data,no
YALI1_C23723g,YALI0C16599g,94583066,,,no_data,no
YALI1_C23826g,YALI0C16687g,2909293,,,no_data,no
YALI1_C23881g,YALI0C16731g,2909295,,,no_data,no
YALI1_C23948g,YALI0C16797g,2909298,,,no_data,no
YALI1_C23950g,,94583067,,,no_data,no
YALI1_C24016g,YALI0C16841g,2909300,,,no_data,no
YALI1_C24183g,,94583068,,,no_data,no
YALI1_C24198g,,94583069,,,no_data,no
YALI1_C24200g,YALI0C16929g,2909304,,,no_data,no
YALI1_C24222g,,94583070,,,no_data,no
YALI1_C24231g,,94583071,,,no_data,no
YALI1_C24262g,YALI0C16951g,2910078,,,no_data,no
YALI1_C24303g,YALI0C16973g,2910079,,,no_data,no
YALI1_C24400g,YALI0C17017g,2910081,,,no_data,no
YALI1_C24419g,YALI0C17039g,2910082,,,no_data,no
YALI1_C24434g,YALI0C17061g,2910083,,,no_data,no
YALI1_C24460g,YALI0C17083g,2910084,,,no_data,no
YALI1_C24526g,YALI0C17193g,2910088,,,no_data,no
YALI1_C24531g,,94583072,,,no_data,no
YALI1_C24533g,YALI0C17215g,2910089,,,no_data,no
YALI1_C24589g,,94583073,,,no_data,no
YALI1_C24597r,YALI0C17259r,2910091,,,no_data,no
YALI1_C24730g,YALI0C17369g,2910067,,,no_data,no
YALI1_C24767g,YALI0C17413g,90949496,,,no_data,no
YALI1_C24782r,YALI0C17457r,2910073,,,no_data,no
YALI1_C24806g,YALI0C17501g,2910074,,,no_data,no
YALI1_C24814t,YALI0C17523t,,,,no_data,no
YALI1_C24850g,YALI0C17545g,2910072,,,no_data,no
YALI1_C24891g,YALI0C17567g,2910075,,,no_data,no
YALI1_C24927g,YALI0C17589g,2910076,,,no_data,no
YALI1_C24937r,YALI0C17622r,7009463,,,no_data,no
YALI1_C24942g,YALI0C17633g,94583074,,,no_data,no
YALI1_C24951g,YALI0C17655g,2909997,,,no_data,no
YALI1_C24984r,YALI0C17721r,2910003,,,no_data,no
YALI1_C25032g,YALI0C17853g,2910004,,,no_data,no
YALI1_C25053g,YALI0C17875g,94583075,,,no_data,no
YALI1_C25069g,YALI0C17897g,2910008,,,no_data,no
YALI1_C25080g,YALI0C17919g,94583076,,,no_data,no
YALI1_C25083g,,94583077,,,no_data,no
YALI1_C25128g,YALI0C17963g,2910010,,,no_data,no
YALI1_C25244g,YALI0C18073g,2909986,,,no_data,no
YALI1_C25288g,YALI0C18117g,2909988,,,no_data,no
YALI1_C25301g,YALI0C18139g,2909992,,,no_data,no
YALI1_C25307g,YALI0C18161g,2909990,,,no_data,no
YALI1_C25336g,YALI0C18183g,2909991,,,no_data,no
YALI1_C25367g,YALI0C18227g,2909993,,,no_data,no
YALI1_C25377g,YALI0C18249g,2909995,,,no_data,no
YALI1_C25391g,YALI0C18263g,2909996,,,no_data,no
YALI1_C25452g,YALI0C18293g,2909974,,,no_data,no
YALI1_C25513g,,94583078,,,no_data,no
YALI1_C25515g,,94583079,,,no_data,no
YALI1_C25560g,YALI0C18359g,2909973,,,no_data,no
YALI1_C25576g,YALI0C18381g,2909977,,,no_data,no
YALI1_C25581g,YALI0C18403g,2909976,,,no_data,no
YALI1_C25621g,YALI0C18447g,2909979,,,no_data,no
YALI1_C25665g,YALI0C18475g,94583080,,,no_data,no
YALI1_C25674g,YALI0C18481g,94583081,,,no_data,no
YALI1_C25703g,YALI0C18491g,2909981,,,no_data,no
YALI1_C25742g,,94583082,,,no_data,no
YALI1_C25747g,,94583083,,,no_data,no
YALI1_C25758g,YALI0C18513g,2909982,,,no_data,no
YALI1_C25789g,YALI0C18557g,2909984,,,no_data,no
YALI1_C25816r,,94583084,,,no_data,no
YALI1_C25817r,YALI0C18579r,2909957,,,no_data,no
YALI1_C25877g,YALI0C18645g,2909959,,,no_data,no
YALI1_C25937g,YALI0C18667g,2909960,,,no_data,no
YALI1_C25990g,YALI0C18711g,2909961,,,no_data,no
YALI1_C25998g,YALI0C18733g,2909962,,,no_data,no
YALI1_C26027g,YALI0C18777g,2909964,,,no_data,no
YALI1_C26051g,YALI0C18821g,2909966,,,no_data,no
YALI1_C26082r,YALI0C18832r,7009466,,,no_data,no
YALI1_C26106g,YALI0C18975g,2909969,,,no_data,no
YALI1_C26146g,YALI0C19019g,2909971,,,no_data,no
YALI1_C26161g,,94583085,,,no_data,no
YALI1_C26209g,,94583086,,,no_data,no
YALI1_C26215g,,94583087,,,no_data,no
YALI1_C26222g,YALI0C19063g,2909946,,,no_data,no
YALI1_C26318g,,94583088,,,no_data,no
YALI1_C26332g,YALI0C19096g,7009467,,,no_data,no
YALI1_C26377g,YALI0C19107g,2909948,,,no_data,no
YALI1_C26501g,YALI0C19151g,2909947,,,no_data,no
YALI1_C26533g,,94583089,,,no_data,no
YALI1_C26566g,,94583090,,,no_data,no
YALI1_C26580g,YALI0C19217g,2909954,,,no_data,no
YALI1_C26597g,YALI0C19239g,94583091,,,no_data,no
YALI1_C26616g,YALI0C19261g,2909953,,,no_data,no
YALI1_C26621g,,94583092,,,no_data,no
YALI1_C26628g,YALI0C19283g,2909955,,,no_data,no
YALI1_C26682t,YALI0C19305g,94583093,,,no_data,no
YALI1_C26703t,YALI0C19316g,94583094,,,no_data,no
YALI1_C26726g,YALI0C19338g,2909956,,,no_data,no
YALI1_C26745g,YALI0C19360g,94583095,,,no_data,no
YALI1_C26777g,YALI0C19404g,94583096,,,no_data,no
YALI1_C26837g,YALI0C19448g,2909940,,,no_data,no
YALI1_C26856r,YALI0C19536r,7009468,,,no_data,no
YALI1_C26873g,YALI0C19558g,2909942,,,no_data,no
YALI1_C26890g,YALI0C19580g,94583097,,,no_data,no
YALI1_C26915g,YALI0C19602g,2909941,,,no_data,no
YALI1_C27012g,YALI0C19682g,2909921,,,no_data,no
YALI1_C27019g,YALI0C19690g,2909925,,,no_data,no
YALI1_C27073g,YALI0C19734g,94583098,,,no_data,no
YALI1_C27101g,YALI0C19756g,2909928,,,no_data,no
YALI1_C27109g,YALI0C19778g,94583099,,,no_data,no
YALI1_C27141g,YALI0C19800g,94583100,,,no_data,no
YALI1_C27182g,YALI0C19822g,2909929,,,no_data,no
YALI1_C27207g,YALI0C19844g,2909930,,,no_data,no
YALI1_C27286t,YALI0C19888g,94583101,,,no_data,no
YALI1_C27308t,,94583102,,,no_data,no
YALI1_C27330g,YALI0C19338g:2,94583103,,,no_data,no
YALI1_C27350g,YALI0C19360g:2,94583104,,,no_data,no
YALI1_C27369g,YALI0C19382g:2,94583105,,,no_data,no
YALI1_C27382g,YALI0C19404g:2,2909937,,,no_data,no
YALI1_C27398g,YALI0C19426g:2,94583106,,,no_data,no
YALI1_C27442g,YALI0C19448g:2,94583107,,,no_data,no
YALI1_C27452r,,94583108,,,no_data,no
YALI1_C27453r,,94583109,,,no_data,no
YALI1_C27461r,YALI0C19536r:2,94583110,,,no_data,no
YALI1_C27476g,YALI0C19558g:2,94583111,,,no_data,no
YALI1_C27494g,YALI0C19580g:2,2909943,,,no_data,no
YALI1_C27519g,YALI0C19602g:2,94583112,,,no_data,no
YALI1_C27543g,YALI0C19624g:2,94583113,,,no_data,no
YALI1_C27563g,YALI0C19646g:2,94583114,,,no_data,no
YALI1_C27579g,YALI0C19668g:2,94583115,,,no_data,no
YALI1_C27616g,YALI0C19682g:2,94583116,,,no_data,no
YALI1_C27624g,YALI0C19690g:2,94583117,,,no_data,no
YALI1_C27665g,YALI0C19712g:2,94583118,,,no_data,no
YALI1_C27678g,YALI0C19734g:2,94583119,,,no_data,no
YALI1_C27706g,YALI0C19756g:2,94583120,,,no_data,no
YALI1_C27713g,YALI0C19778g:2,2909926,,,no_data,no
YALI1_C27746g,YALI0C19800g:2,2909931,,,no_data,no
YALI1_C27786g,YALI0C19822g:2,94583121,,,no_data,no
YALI1_C27812g,YALI0C19844g:2,94583122,,,no_data,no
YALI1_C27834g,YALI0C19866g:2,94583123,,,no_data,no
YALI1_C27891t,YALI0C19888g:2,94583124,,,no_data,no
YALI1_C27912t,YALI0C19899g,94583125,,,no_data,no
YALI1_C27922g,YALI0C19943g,2909932,,,no_data,no
YALI1_C27976r,YALI0C20009r,2909894,,,no_data,no
YALI1_C27996g,YALI0C20053g,2909895,,,no_data,no
YALI1_C28031g,YALI0C20060g,94583126,,,no_data,no
YALI1_C28039g,YALI0C20066g,94583127,,,no_data,no
YALI1_C28093g,YALI0C20097g,2909897,,,no_data,no
YALI1_C28115g,,94583128,,,no_data,no
YALI1_C28166g,YALI0C20141g,2909899,,,no_data,no
YALI1_C28228g,YALI0C20207g,2909901,,,no_data,no
YALI1_C28245g,YALI0C20229g,94583129,,,no_data,no
YALI1_C28275g,,94583130,,,no_data,no
YALI1_C28370g,YALI0C20273g,2909905,,,no_data,no
YALI1_C28396g,YALI0C20295g,2909906,,,no_data,no
YALI1_C28412g,YALI0C20317g,2909877,,,no_data,no
YALI1_C28456g,YALI0C20361g,2909879,,,no_data,no
YALI1_C28465g,YALI0C20383g,2909880,,,no_data,no
YALI1_C28513g,YALI0C20449g,2909883,,,no_data,no
YALI1_C28551g,YALI0C20471g,2909884,,,no_data,no
YALI1_C28573r,YALI0C20493r,2909885,,,no_data,no
YALI1_C28593g,YALI0C20625g,2909889,,,no_data,no
YALI1_C28611g,YALI0C20647g,94583131,,,no_data,no
YALI1_C28661g,,94583132,,,no_data,no
YALI1_C28664g,YALI0C20691g,2909891,,,no_data,no
YALI1_C28686g,YALI0C20713g,94583133,,,no_data,no
YALI1_C28767g,YALI0C20779g,2909864,,,no_data,no
YALI1_C28817g,YALI0C20801g,94583134,,,no_data,no
YALI1_C28846g,YALI0C20823g,2909866,,,no_data,no
YALI1_C28860r,YALI0C20834r,7009472,,,no_data,no
YALI1_C28895g,YALI0C20911g,2909869,,,no_data,no
YALI1_C28922r,YALI0C20922r,7009473,,,no_data,no
YALI1_C28997g,YALI0C20955g,2909871,,,no_data,no
YALI1_C29021g,YALI0C20977g,2909872,,,no_data,no
YALI1_C29052g,YALI0C20999g,2909873,,,no_data,no
YALI1_C29202g,YALI0C21153g,90949497,,,no_data,no
YALI1_C29261g,YALI0C21186g,2909858,,,no_data,no
YALI1_C29302g,YALI0C21219g,90949498,,,no_data,no
YALI1_C29344g,YALI0C21252g,2909860,,,no_data,no
YALI1_C29355g,YALI0C21274g,2909839,,,no_data,no
YALI1_C29365g,,90949501,,,no_data,no
YALI1_C29382g,YALI0C21296g,2909840,,,no_data,no
YALI1_C29402g,YALI0C21318g,2909838,,,no_data,no
YALI1_C29485g,,94583135,,,no_data,no
YALI1_C29497g,,94583136,,,no_data,no
YALI1_C29529g,YALI0C21384g,94583137,,,no_data,no
YALI1_C29576g,YALI0C21428g,2909843,,,no_data,no
YALI1_C29584g,YALI0C21450g,2909848,,,no_data,no
YALI1_C29595g,,94583138,,,no_data,no
YALI1_C29624g,,94583139,,,no_data,no
YALI1_C29628g,,94583140,,,no_data,no
YALI1_C29762g,YALI0C21538g,2909849,,,no_data,no
YALI1_C29834r,YALI0C21571r,7009474,,,no_data,no
YALI1_C29837g,,94583141,,,no_data,no
YALI1_C29905g,,94583142,,,no_data,no
YALI1_C29910g,,94583143,,,no_data,no
YALI1_C29968g,YALI0C21670g,94583144,,,no_data,no
YALI1_C29988r,YALI0C21714r,2909830,,,no_data,no
YALI1_C30007g,YALI0C21736g,94583145,,,no_data,no
YALI1_C30022g,YALI0C21758g,2909832,,,no_data,no
YALI1_C30052g,,94583146,,,no_data,no
YALI1_C30058g,,94583147,,,no_data,no
YALI1_C30078g,YALI0C21780g,2909833,,,no_data,no
YALI1_C30086g,YALI0C21789g,7009475,,,no_data,no
YALI1_C30119g,YALI0C21802g,2909834,,,no_data,no
YALI1_C30205g,YALI0C21890g,2909812,,,no_data,no
YALI1_C30235g,YALI0C21912g,2909813,,,no_data,no
YALI1_C30255g,YALI0C21934g,2909811,,,no_data,no
YALI1_C30310g,YALI0C21978g,94583148,,,no_data,no
YALI1_C30367g,YALI0C22022g,2909817,,,no_data,no
YALI1_C30392g,YALI0C22044g,2909818,,,no_data,no
YALI1_C30454g,YALI0C22121g,2909822,,,no_data,no
YALI1_C30474g,YALI0C22143g,2909686,,,no_data,no
YALI1_C30524g,YALI0C22187g,2909688,,,no_data,no
YALI1_C30541g,YALI0C22209g,2909689,,,no_data,no
YALI1_C30614g,YALI0C22231g,2909690,,,no_data,no
YALI1_C30653g,YALI0C22275g,2909692,,,no_data,no
YALI1_C30665g,,94583149,,,no_data,no
YALI1_C30672g,YALI0C22297g,94583150,,,no_data,no
YALI1_C30683g,YALI0C22319g,2909694,,,no_data,no
YALI1_C30706g,YALI0C22341g,2909695,,,no_data,no
YALI1_C30726g,,94583151,,,no_data,no
YALI1_C30749g,YALI0C22363g,2909696,,,no_data,no
YALI1_C30760g,,94583152,,,no_data,no
YALI1_C30805g,YALI0C22394g,94583153,,,no_data,no
YALI1_C30847g,YALI0C22407g,94583154,,,no_data,no
YALI1_C30856g,YALI0C22417g,94583155,,,no_data,no
YALI1_C30859g,,94583156,,,no_data,no
YALI1_C30884g,YALI0C22462g,2909662,,,no_data,no
YALI1_C30901g,YALI0C22484g,2909660,,,no_data,no
YALI1_C30910g,,94583157,,,no_data,no
YALI1_C30936g,YALI0C22506g,2909661,,,no_data,no
YALI1_C31047g,YALI0C22572g,2909667,,,no_data,no
YALI1_C31061g,,94583158,,,no_data,no
YALI1_C31067g,,94583159,,,no_data,no
YALI1_C31086g,YALI0C22594g,2909665,,,no_data,no
YALI1_C31151g,,94583160,,,no_data,no
YALI1_C31163g,YALI0C22638g,94583161,,,no_data,no
YALI1_C31199g,YALI0C22660g,2909669,,,no_data,no
YALI1_C31243g,YALI0C22682g,2909668,,,no_data,no
YALI1_C31252g,YALI0C22682g,94583162,,,no_data,no
YALI1_C31299g,,94583163,,,no_data,no
YALI1_C31308g,,94583164,,,no_data,no
YALI1_C31315g,,94583165,,,no_data,no
YALI1_C31363g,YALI0C22719g,7009478,,,no_data,no
YALI1_C31389g,YALI0C22726g,2909671,,,no_data,no
YALI1_C31408g,YALI0C22748g,2909672,,,no_data,no
YALI1_C31537r,YALI0C22803r,7009479,,,no_data,no
YALI1_C31549g,YALI0C22836g,2909636,,,no_data,no
YALI1_C31576g,YALI0C22858g,2909634,,,no_data,no
YALI1_C31626g,YALI0C22880g,94583166,,,no_data,no
YALI1_C31649g,YALI0C22924g,2909637,,,no_data,no
YALI1_C31759g,YALI0C22968g,2909641,,,no_data,no
YALI1_C31791g,YALI0C22990g,2909639,,,no_data,no
YALI1_C31793g,,94583167,,,no_data,no
YALI1_C31848g,YALI0C23056g,2909622,,,no_data,no
YALI1_C32010g,YALI0C23188g,2909626,,,no_data,no
YALI1_C32079g,YALI0C23254g,2909632,,,no_data,no
YALI1_C32106g,YALI0C23276g,2909631,,,no_data,no
YALI1_C32137g,YALI0C23320g,2909606,,,no_data,no
YALI1_C32223g,YALI0C23379g,7009480,,,no_data,no
YALI1_C32253g,YALI0C23386g,2909609,,,no_data,no
YALI1_C32294g,YALI0C23430g,2909611,,,no_data,no
YALI1_C32352g,YALI0C23452g,2909612,,,no_data,no
YALI1_C32392g,YALI0C23474g,2909613,,,no_data,no
YALI1_C32424g,YALI0C23496g,2909614,,,no_data,no
YALI1_C32461g,YALI0C23518g,2909615,,,no_data,no
YALI1_C32483g,YALI0C23540g,2909616,,,no_data,no
YALI1_C32517g,YALI0C23584g,90949499,,,no_data,no
YALI1_C32558g,,94583168,,,no_data,no
YALI1_C32721g,YALI0C23705g,2909592,,,no_data,no
YALI1_C32737g,YALI0C23727g,2909593,,,no_data,no
YALI1_C32771g,YALI0C23749g,2909594,,,no_data,no
YALI1_C32786g,YALI0C23771g,2909595,,,no_data,no
YALI1_C32838g,YALI0C23837g,2909598,,,no_data,no
YALI1_C32844g,,94583169,,,no_data,no
YALI1_C32850g,,94583170,,,no_data,no
YALI1_C32914g,YALI0C23881g,2909599,,,no_data,no
YALI1_C32972g,YALI0C23925g,2909601,,,no_data,no
YALI1_C33071g,YALI0C24013g,2909575,,,no_data,no
YALI1_C33086g,YALI0C24035g,2909576,,,no_data,no
YALI1_C33193g,YALI0C24123g,2909580,,,no_data,no
YALI1_C33214g,YALI0C24145g,2909581,,,no_data,no
YALI1_C33217g,YALI0C24167g,2909582,,,no_data,no
YALI1_C33245g,YALI0C24189g,2909583,,,no_data,no
YALI1_C33254g,YALI0C24211g,2909584,,,no_data,no
YALI1_C33354g,YALI0C24332g,2909567,,,no_data,no
YALI1_C33427g,YALI0C24376g,2909570,,,no_data,no
YALI1_C33444g,YALI0C24398g,2909568,,,no_data,no
YALI1_C33458g,YALI0C24420g,2909569,,,no_data,no
YALI1_C33471g,,94583171,,,no_data,no
YALI1_C33513g,,90949768,,,no_data,no
YALI1_C33525g,,90949500,,,no_data,no
YALI1_C33545g,,94583172,,,no_data,no
YALI1_C33550g,YALI0C24442g,94583173,,,no_data,no
YALI1_C33579r,YALI0C24442r,7009533,,,no_data,no
YALI1_D00030r,YALI0D00099r,90949627,,,no_data,no
YALI1_D00040g,YALI0D00110g,94583174,,,no_data,no
YALI1_D00062g,,94583175,,,no_data,no
YALI1_D00123g,,94583176,,,no_data,no
YALI1_D00145g,YALI0D00154g,2910371,,,no_data,no
YALI1_D00221g,YALI0D00198g,2910373,,,no_data,no
YALI1_D00231g,YALI0D00220g,2910374,,,no_data,no
YALI1_D00232g,YALI0D00231g,2910375,,,no_data,no
YALI1_D00264g,YALI0D00253g,2910376,,,no_data,no
YALI1_D00311g,YALI0D00297g,2910378,,,no_data,no
YALI1_D00326g,YALI0D00319g,2910384,,,no_data,no
YALI1_D00352g,YALI0D00341g,2910385,,,no_data,no
YALI1_D00406g,YALI0D00385g,2910387,,,no_data,no
YALI1_D00412g,,94583177,,,no_data,no
YALI1_D00422g,YALI0D00407g,2910388,,,no_data,no
YALI1_D00449g,YALI0D00429g,2910389,,,no_data,no
YALI1_D00474g,YALI0D00451g,2910390,,,no_data,no
YALI1_D00487g,YALI0D00473g,2910391,,,no_data,no
YALI1_D00537g,YALI0D00539g,2910394,,,no_data,no
YALI1_D00663g,YALI0D00627g,2910398,,,no_data,no
YALI1_D00673g,,94583178,,,no_data,no
YALI1_D00724g,YALI0D00671g,2910400,,,no_data,no
YALI1_D00754g,YALI0D00715g,2910402,,,no_data,no
YALI1_D00798g,YALI0D00759g,2910403,,,no_data,no
YALI1_D00813g,,94583180,,,no_data,no
YALI1_D00824g,YALI0D00781g,2910404,,,no_data,no
YALI1_D00848g,YALI0D00803g,2910405,,,no_data,no
YALI1_D00888g,YALI0D00825g,2910406,,,no_data,no
YALI1_D00909g,YALI0D00847g,2910407,,,no_data,no
YALI1_D00929g,YALI0D00869g,2910408,,,no_data,no
YALI1_D00973g,YALI0D00913g,2910409,,,no_data,no
YALI1_D00996g,YALI0D00957g,2910411,,,no_data,no
YALI1_D01036g,YALI0D00979g,2910412,,,no_data,no
YALI1_D01066g,YALI0D01001g,2910413,,,no_data,no
YALI1_D01075g,YALI0D01023g,94583181,,,no_data,no
YALI1_D01123g,YALI0D01067g,2910415,,,no_data,no
YALI1_D01345g,YALI0D01199g,2910421,,,no_data,no
YALI1_D01350g,,94583182,,,no_data,no
YALI1_D01378g,YALI0D01221g,2910422,,,no_data,no
YALI1_D01456g,,94583183,,,no_data,no
YALI1_D01472g,YALI0D01287g,94583184,,,no_data,no
YALI1_D01497g,,94583185,,,no_data,no
YALI1_D01515g,YALI0D01331g,2910454,,,no_data,no
YALI1_D01548g,YALI0D01353g,2910455,,,no_data,no
YALI1_D01581g,YALI0D01375g,94583186,,,no_data,no
YALI1_D01632g,YALI0D01419g,2910458,,,no_data,no
YALI1_D01676g,YALI0D01441g,2910459,,,no_data,no
YALI1_D01713g,,94583187,,,no_data,no
YALI1_D01739g,YALI0D01463g,2910460,,,no_data,no
YALI1_D01786g,YALI0D01507g,94583188,,,no_data,no
YALI1_D01796g,YALI0D01529g,2910463,,,no_data,no
YALI1_D01819g,YALI0D01551g,2910464,,,no_data,no
YALI1_D01905g,,94583189,,,no_data,no
YALI1_D01910g,,94583190,,,no_data,no
YALI1_D01930g,,94583191,,,no_data,no
YALI1_D02014g,YALI0D01716g,2910471,,,no_data,no
YALI1_D02050g,,94583192,,,no_data,no
YALI1_D02063g,YALI0D01760g,2910473,,,no_data,no
YALI1_D02109r,,94583193,,,no_data,no
YALI1_D02110r,YALI0D01848r,2910477,,,no_data,no
YALI1_D02137g,YALI0D01892g,2910478,,,no_data,no
YALI1_D02150g,YALI0D01914g,2910479,,,no_data,no
YALI1_D02180g,YALI0D01936g,2910480,,,no_data,no
YALI1_D02183g,YALI0D01958g,94583194,,,no_data,no
YALI1_D02206g,YALI0D01980g,2910482,,,no_data,no
YALI1_D02275g,YALI0D02024g,2910484,,,no_data,no
YALI1_D02345g,YALI0D02068g,2910486,,,no_data,no
YALI1_D02399g,YALI0D02123g,2910514,,,no_data,no
YALI1_D02488g,,94583195,,,no_data,no
YALI1_D02499g,YALI0D02189g,2910517,,,no_data,no
YALI1_D02508t,YALI0D02211t,,,,no_data,no
YALI1_D02546g,YALI0D02233g,2910518,,,no_data,no
YALI1_D02563g,YALI0D02255g,2910519,,,no_data,no
YALI1_D02599g,,94583196,,,no_data,no
YALI1_D02611g,,94583197,,,no_data,no
YALI1_D02636g,,94583198,,,no_data,no
YALI1_D02641g,,94583199,,,no_data,no
YALI1_D02655g,,94583200,,,no_data,no
YALI1_D02661g,,94583201,,,no_data,no
YALI1_D02680g,,94583202,,,no_data,no
YALI1_D02682g,YALI0D02299g,2910521,,,no_data,no
YALI1_D02710g,,94583203,,,no_data,no
YALI1_D02804g,YALI0D02343g,2910523,,,no_data,no
YALI1_D02831g,YALI0D02365g,2910524,,,no_data,no
YALI1_D02852g,YALI0D02387g,2910525,,,no_data,no
YALI1_D02874t,YALI0D26433g,94583204,,,no_data,no
YALI1_D02895t,YALI0D02431g,94583205,,,no_data,no
YALI1_D02936g,YALI0D02453g,2910528,,,no_data,no
YALI1_D02990g,YALI0D02475g,2910529,,,no_data,no
YALI1_D03061g,YALI0D02519g,2910531,,,no_data,no
YALI1_D03077t,YALI0D02541t,,,,no_data,no
